STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH
10,5,51007,1400000US10005051007,10005051007,510.07,Sussex,DE,Delaware,"Census Tract 510.07, Sussex County, Delaware",4939.0,467.0,5121.0,0.6902,0.179,0.2902,0.0524,0.6074,0.2694,0.3399,0.1518,1.3685,0.2841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999,0.0949,0.524,1.3188,0.2757,0.0,0.0,0.0,0.0,0.0,0.6112,0.6112,0.6112,3.2985,0.0396,0.1425,0.1425,0.1425,0.2636,0.1428,0.1223,0.078,0.7034,0.1227,0.3743,1.8071,0.1614,0.9848,0.0325,0.5585,0.3749,1.9507,0.4481,0.9428,0.3832,1.326,0.7858,5.2263,0.2506,1.0,0.0,1.0,0.0,0.0,2.0,0.4,1.33,7.96,0.29,22.6,0.0,0.0,0.0,0.0,0.0,0.0,21.14,16.17,8.78,0.0,0.0,0.0,66.1,7.1,18.5058,3.5,2.1,9.5,33.5265,2.4,13.0,39.5,6.4,13.4,0.7,27.8,0.1,36.7,8.5,10.1,9.5,10.9,0.7534,0.1594,0.9728,0.5229,0.0555
10,5,51101,1400000US10005051101,10005051101,511.01,Sussex,DE,Delaware,"Census Tract 511.01, Sussex County, Delaware",876.0,109.0,2376.0,0.5532,0.1152,0.1532,0.0154,0.6773,0.2595,0.4295,0.1046,1.4709,0.3254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3853,0.5937,0.3303,1.3093,0.2681,0.0,0.0,0.0,0.0,0.0,0.6293,0.6293,0.6293,3.4095,0.048,0.0557,0.0557,0.0557,0.0742,0.1544,0.0311,0.2648,0.3089,0.058,0.2769,1.1683,0.0689,0.9909,0.0314,0.5981,0.6735,2.2939,0.7394,0.496,0.0,0.496,0.2438,4.0139,0.1052,1.0,0.0,1.0,0.0,0.0,2.0,0.4,2.0,7.9,0.35,20.98,0.0,0.0,0.0,0.0,0.0,0.0,100.0,69.29,12.11,0.0,0.0,0.0,69.71,3.5,8.6758,3.7,1.0,19.1,21.0191,1.5,10.4,46.1,6.1,14.0,3.1,0.7,0.0,39.0,8.0,11.9,7.8,10.9,0.8328,0.0719,0.991,0.5229,0.0057
10,5,51102,1400000US10005051102,10005051102,511.02,Sussex,DE,Delaware,"Census Tract 511.02, Sussex County, Delaware",985.0,95.0,2520.0,0.4857,0.0888,0.0857,0.0054,0.6451,0.2612,0.4583,0.119,1.4836,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4656,0.5038,0.0861,1.0555,0.1076,0.0,0.0,0.0,0.0,0.0,0.6224,0.6224,0.6224,3.1615,0.0309,0.0449,0.0449,0.0449,0.1287,0.0451,0.286,0.156,0.0862,0.2234,0.3228,1.2482,0.0785,0.9934,0.0266,0.6774,0.0,1.6974,0.2502,0.4399,0.0,0.4399,0.1938,3.4304,0.0548,1.0,0.0,1.0,0.0,0.0,2.0,0.4,1.67,7.91,0.37,21.48,0.0,0.0,0.0,0.0,0.0,0.0,89.31999999999998,61.84,15.28,0.0,0.0,0.0,68.44,3.0,11.7766,1.6,3.3,13.9,14.3116,3.6,11.6,51.0,4.9,15.3,0.0,0.4,0.0,36.8,7.9,11.4,7.9,10.1,0.7569,0.0604,0.9883,0.4209,0.0065
10,5,51103,1400000US10005051103,10005051103,511.03,Sussex,DE,Delaware,"Census Tract 511.03, Sussex County, Delaware",1262.0,260.0,1185.0,0.2942,0.0323,0.0942,0.0063,0.5508,0.2577,0.3091,0.1232,1.2408,0.2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4915,0.2017,0.3642,1.0574,0.1082,0.0,0.0,0.0,0.0,0.0,0.6376,0.6376,0.6376,2.9358,0.0193,0.0898,0.0898,0.0898,0.1091,0.0175,0.1003,0.1377,0.3174,0.0518,0.185,0.9188,0.0413,0.9681,0.0427,0.793,0.4409,2.2447,0.7028,0.4399,0.0,0.4399,0.1938,3.6932,0.0749,0.0,0.0,1.0,0.0,0.0,1.0,0.2,1.0,7.89,0.27,21.61,0.0,0.0,0.0,0.0,0.0,0.0,82.76999999999998,32.88,11.56,0.0,0.0,0.0,71.09,4.9,10.6973,0.8,1.9,13.0,21.2361,1.4,7.9,32.3,8.4,17.7,1.0,0.4,0.0,34.5,8.2,10.1,8.4,9.5,0.65,0.1022,0.9728,0.344,0.0148
10,5,51201,1400000US10005051201,10005051201,512.01,Sussex,DE,Delaware,"Census Tract 512.01, Sussex County, Delaware",1510.0,256.0,783.0,0.8909,0.2889,0.2909,0.0526,0.325,0.2538,0.2631,0.0977,0.9396,0.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6885,0.0956,0.6858,1.4699,0.4153,0.0,0.0,0.0,0.0,0.0,0.4223,0.4223,0.4223,2.8318,0.0149,0.1024,0.1024,0.1024,0.3831,0.4077,0.3007,0.3148,0.361,0.0917,0.2844,2.1434,0.2198,0.9869,0.0838,0.744,0.5498,2.3645,0.7882,0.795,0.0,0.795,0.4734,5.4053,0.276,1.0,0.0,1.0,0.0,1.0,3.0,0.6,0.33,7.87,0.24,20.71,0.0,0.0,0.0,0.0,0.0,0.0,23.75,16.32,6.92,0.0,0.0,0.0,35.96,5.4,24.2848,8.0,3.4,21.5,22.3841,2.0,10.6,41.3,12.8,16.6,1.7,10.4,0.0,42.7,9.1,12.4,10.1,14.4,0.9145,0.3108,0.9925,0.8297,0.0916
10,5,51202,1400000US10005051202,10005051202,512.02,Sussex,DE,Delaware,"Census Tract 512.02, Sussex County, Delaware",838.0,131.0,1202.0,0.5457,0.1119,0.1457,0.014,0.325,0.2538,0.3242,0.1081,1.0111,0.1677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1063,0.3495,1.4558,0.4016,0.0,0.0,0.0,0.0,0.0,0.4035,0.4035,0.4035,2.8704,0.0166,0.0746,0.0746,0.0746,0.1547,0.0,0.3594,0.0018,0.2759,0.0087,0.3484,1.1489,0.0669,0.9961,0.0284,0.6711,0.4599,2.1555,0.6308,0.0,0.8716,0.8716,0.5335,4.2506,0.1291,1.0,0.0,1.0,0.0,0.0,2.0,0.4,0.33,7.87,0.28,21.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.41,11.83,0.0,0.0,0.0,33.48,4.3,13.1351,0.0,3.8,0.7,20.1313,0.4,12.3,60.9,5.4,15.2,1.1,0.0,3.7,41.0,8.3,13.2,7.5,11.8,0.8826,0.1201,0.9945,0.6264,0.003
10,5,51203,1400000US10005051203,10005051203,512.03,Sussex,DE,Delaware,"Census Tract 512.03, Sussex County, Delaware",624.0,91.0,612.0,0.4542,0.078,0.0542,0.0024,0.325,0.252,0.3242,0.1064,1.0076,0.1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8226,0.1076,0.4582,1.3884,0.3374,0.0,0.0,0.0,0.0,0.0,0.5071,0.5071,0.5071,2.9031,0.0179,0.0605,0.0605,0.0605,0.1271,0.0877,0.3007,0.0,0.0826,0.0779,0.1662,0.8422,0.034,0.9963,0.0369,0.7762,0.0,1.8094,0.3308,0.4399,0.0,0.4399,0.1938,3.152,0.0363,1.0,0.0,1.0,0.0,0.0,2.0,0.4,0.33,7.86,0.28,21.05,0.0,0.0,0.0,0.0,0.0,0.0,2.25,18.63,9.83,0.0,0.0,0.0,48.96,3.7,11.6987,2.5,3.4,0.0,14.1538,1.8,7.4,61.4,7.4,17.3,0.0,0.4,0.0,41.0,8.3,13.0,8.1,12.0,0.8826,0.1201,0.9942,0.6463,0.0091
10,5,51204,1400000US10005051204,10005051204,512.04,Sussex,DE,Delaware,"Census Tract 512.04, Sussex County, Delaware",589.0,81.0,914.0,0.6565,0.1621,0.0565,0.0027,0.325,0.2484,0.2946,0.0992,0.9672,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5354,0.3239,0.0531,0.9124,0.057,0.0,0.0,0.0,0.0,0.0,0.4683,0.4683,0.4683,2.3479,0.0039,0.0243,0.0243,0.0243,0.1148,0.0152,0.3443,0.0016,0.1454,0.0177,0.1629,0.8019,0.0306,0.9966,0.0175,0.7535,0.3749,2.1425,0.6199,0.4297,0.0,0.4297,0.1901,3.3984,0.0526,1.0,0.0,1.0,0.0,1.0,3.0,0.6,0.33,7.84,0.26,20.77,0.0,0.0,0.0,0.0,0.0,0.0,69.52,46.03,15.92,0.0,0.0,0.0,43.03,1.9,11.0357,0.7,3.7,0.6,16.4223,0.7,7.3,63.7,2.0,16.8,0.7,0.2,0.0,42.9,8.2,13.5,7.7,12.7,0.9174,0.1022,0.995,0.7119,0.0045
10,5,51205,1400000US10005051205,10005051205,512.05,Sussex,DE,Delaware,"Census Tract 512.05, Sussex County, Delaware",716.0,76.0,816.0,0.5056,0.0962,0.1056,0.0079,0.325,0.2419,0.2465,0.1046,0.918,0.1433,0.0,0.0,0.0,0.7807,0.0,0.0,0.7807,0.4781,0.3853,0.2229,0.3168,0.925,0.0605,0.0,0.0,0.0,0.0,0.0,0.4902,0.4902,0.4902,3.1139,0.028,0.0295,0.0295,0.0295,0.0837,0.0678,0.0266,0.0328,0.303,0.2059,0.3082,1.028,0.0525,0.9935,0.0291,0.8278,0.0,1.8504,0.3636,0.8143,0.0,0.8143,0.4875,3.7222,0.0776,1.0,0.0,1.0,0.0,0.0,2.0,0.4,0.33,7.8,0.23,20.98,0.0,0.0,0.0,11.16,0.0,0.0,100.0,35.41,12.33,0.0,0.0,0.0,46.11,2.2,9.2179,2.1,0.9,5.9,20.8556,3.4,11.2,51.1,5.6,18.6,0.0,11.9,0.0,41.9,8.2,12.6,8.2,12.0,0.9006,0.1022,0.9931,0.6463,0.0108
10,5,51301,1400000US10005051301,10005051301,513.01,Sussex,DE,Delaware,"Census Tract 513.01, Sussex County, Delaware",7162.0,613.0,2674.0,0.5655,0.1208,0.1655,0.0179,0.325,0.274,0.2308,0.1271,0.9569,0.1533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704,0.0757,0.8469,1.6266,0.5561,0.0,0.0,0.0,0.0,0.0,0.4379,0.4379,0.4379,3.0214,0.0231,0.2073,0.2073,0.2073,0.1756,0.2563,0.417,0.0635,0.1721,0.4176,0.3228,1.8249,0.1643,0.9812,0.0899,0.5031,0.0,1.5742,0.1782,0.7587,0.0,0.7587,0.4463,4.3651,0.1424,1.0,0.0,1.0,0.0,0.0,2.0,0.4,0.33,7.99,0.22,21.75,0.0,0.0,0.0,0.0,0.0,0.0,20.24,12.38,5.11,0.0,0.0,0.0,38.34,10.2,14.186,5.4,4.2,8.5,17.2857,5.9,11.6,37.2,13.2,12.6,0.0,8.1,0.0,38.1,9.0,10.8,10.3,11.4,0.8059,0.2831,0.9835,0.5831,0.1057
10,5,51302,1400000US10005051302,10005051302,513.02,Sussex,DE,Delaware,"Census Tract 513.02, Sussex County, Delaware",4030.0,492.0,1811.0,0.7282,0.1984,0.3282,0.0664,0.325,0.274,0.2136,0.1207,0.9333,0.1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1045,0.8503,1.9548,0.7888,0.0,0.0,0.0,0.0,0.0,0.5081,0.5081,0.5081,3.3962,0.0469,0.2415,0.2415,0.2415,0.2081,0.2439,0.5953,0.0797,0.24,0.3702,0.5879,2.3251,0.2536,0.9645,0.1101,0.6657,0.2502,1.9905,0.4837,0.8835,0.0,0.8835,0.5455,5.4406,0.2813,1.0,0.0,1.0,0.0,0.0,2.0,0.4,0.33,7.99,0.21,21.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,5.08,0.0,0.0,0.0,49.12,12.0,15.8065,5.2,5.6,9.6,19.1803,5.3,19.1,31.4,14.3,15.1,0.3,18.5,0.0,36.8,9.7,8.5,12.7,11.4,0.7569,0.4859,0.8794,0.5831,0.3505
10,5,51303,1400000US10005051303,10005051303,513.03,Sussex,DE,Delaware,"Census Tract 513.03, Sussex County, Delaware",5400.0,484.0,3772.0,0.7083,0.1879,0.3083,0.0587,0.325,0.2595,0.2308,0.1039,0.9192,0.1437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7165,0.0845,0.5895,1.3905,0.3394,0.0,0.0,0.0,0.0,0.0,0.5305,0.5305,0.5305,2.8402,0.0154,0.0771,0.0771,0.0771,0.1956,0.4585,0.2569,0.154,0.3989,0.3702,0.2173,2.0514,0.203,0.979,0.1101,0.8243,0.3749,2.2883,0.7355,0.7228,0.3832,1.106,0.6996,5.5228,0.2929,1.0,0.0,1.0,0.0,0.0,2.0,0.4,0.33,7.9,0.22,20.95,0.0,0.0,0.0,0.0,0.0,0.0,17.4,14.08,8.0,0.0,0.0,0.0,53.08,4.4,15.1718,9.0,3.1,13.8,23.393,5.3,8.8,36.1,14.3,18.5,0.7,6.1,0.1,38.4,9.3,10.5,10.8,12.1,0.8154,0.3679,0.9796,0.6563,0.1483
10,5,51305,1400000US10005051305,10005051305,513.05,Sussex,DE,Delaware,"Census Tract 513.05, Sussex County, Delaware",3490.0,263.0,2186.0,0.913,0.3015,0.513,0.1557,0.325,0.2679,0.2308,0.1081,0.9318,0.1469,0.0,0.0,0.0,0.6351,0.0,0.0,0.6351,0.3909,0.8446,0.098,0.7646,1.7072,0.6206,0.0,0.0,0.0,0.0,0.0,0.4812,0.4812,0.4812,3.7553,0.0808,0.1334,0.1334,0.1334,0.3975,0.2382,0.3296,0.3148,0.6636,0.0848,0.5485,2.577,0.3038,0.9861,0.0545,0.817,0.5498,2.4074,0.8145,0.7129,0.5876,1.3005,0.7739,6.4183,0.4322,1.0,0.0,1.0,0.0,0.0,2.0,0.4,0.33,7.95,0.22,21.11,0.0,0.0,0.0,0.31,0.0,0.0,0.65,16.77,6.06,0.0,0.0,0.0,44.89,6.7,25.0,5.1,3.6,21.5,31.8857,1.9,17.9,40.7,10.1,18.3,1.7,5.6,0.5,40.2,9.0,11.0,10.5,12.2,0.8649,0.2831,0.9852,0.6662,0.1216
10,5,51306,1400000US10005051306,10005051306,513.06,Sussex,DE,Delaware,"Census Tract 513.06, Sussex County, Delaware",2831.0,256.0,1256.0,0.9153,0.3031,0.3153,0.0613,0.325,0.2595,0.2308,0.1022,0.9175,0.1432,0.0,0.0,0.0,0.637,0.0,0.0,0.637,0.3922,0.734,0.0549,0.8619,1.6508,0.5758,0.0,0.0,0.0,0.0,0.0,0.5642,0.5642,0.5641,3.7695,0.0824,0.1094,0.1094,0.1094,0.2012,0.3751,0.5953,0.0877,0.4501,0.1149,0.2031,2.0274,0.1989,0.9941,0.0258,0.7673,0.2881,2.0753,0.5621,0.8852,0.0,0.8852,0.5482,5.0973,0.2329,1.0,0.0,1.0,0.0,1.0,3.0,0.6,0.33,7.9,0.22,20.89,0.0,0.0,0.0,0.36,0.0,0.0,14.08,8.44,4.94,0.0,0.0,0.0,58.56,5.7,15.4362,7.4,5.6,10.1,24.7806,2.3,8.4,52.8,4.7,17.1,0.4,18.7,0.0,42.0,9.2,11.4,10.3,12.9,0.9023,0.3389,0.9883,0.7292,0.1057
10,5,51400,1400000US10005051400,10005051400,514.0,Sussex,DE,Delaware,"Census Tract 514, Sussex County, Delaware",3586.0,326.0,7326.0,1.7734,0.7398,1.1734,0.646,0.325,0.2875,0.1966,0.142,0.9511,0.1517,0.0,0.5265,0.0,0.8059,0.0,0.0,1.3324,0.6969,1.0,0.2705,0.6034,1.8739,0.7362,0.4948,0.4079,0.0,0.9027,0.4392,0.5677,0.5677,0.5677,5.6278,0.4306,0.5834,0.5834,0.5834,0.6028,0.8979,0.2712,0.4176,0.8063,0.8092,0.7488,4.5538,0.7241,0.8096,0.3327,0.4382,0.865,2.4455,0.8359,0.7995,0.0,0.7995,0.475,8.3822,0.7428,1.0,1.0,0.0,0.0,1.0,3.0,0.6,0.33,8.08,0.2,22.27,0.0,18.9,0.0,16.26,0.0,0.0,0.0,40.78,7.83,34.23,33.11,0.0,59.15,37.7,35.2761,26.5,3.2,26.7,38.7244,13.8,24.8,21.5,19.7,11.7,9.5,10.7,0.0,35.4,10.4,7.4,14.3,12.3,0.695,0.6732,0.6609,0.6756,0.538
10,5,51500,1400000US10005051500,10005051500,515.0,Sussex,DE,Delaware,"Census Tract 515, Sussex County, Delaware",5487.0,475.0,4862.0,1.5717,0.6548,1.1717,0.6446,0.325,0.2956,0.2136,0.1474,0.9816,0.1599,0.9165,0.5068,0.0,0.784,0.0,0.0,2.2073,0.918,0.7729,0.3161,0.7101,1.7991,0.6861,0.4791,0.3499,0.0,0.829,0.4094,0.4962,0.4962,0.4962,6.3132,0.5869,0.5818,0.5818,0.5818,0.4905,0.6033,0.4444,0.284,0.5021,0.7195,0.3743,3.4181,0.4855,0.8096,0.3586,0.6536,0.6377,2.4595,0.8434,0.8887,0.0,0.8887,0.5507,7.3481,0.5848,1.0,0.0,1.0,0.0,0.0,2.0,0.4,0.33,8.13,0.21,22.45,0.01,15.53,0.0,11.77,0.0,0.0,7.69,45.28,6.67,31.31,23.51,0.0,47.2,37.5,29.4527,12.3,4.4,20.0,26.2863,11.2,13.0,21.5,20.1,14.9,2.6,19.1,0.0,35.8,10.2,7.6,13.7,12.1,0.7141,0.6245,0.7108,0.6563,0.4677
10,5,51701,1400000US10005051701,10005051701,517.01,Sussex,DE,Delaware,"Census Tract 517.01, Sussex County, Delaware",4043.0,474.0,2508.0,0.7658,0.2187,0.5658,0.1888,0.325,0.3257,0.1966,0.1824,1.0297,0.1727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8165,0.2131,0.9284,1.958,0.7909,0.276,0.3342,0.0,0.6102,0.2224,0.553,0.553,0.553,4.1509,0.1314,0.363,0.363,0.363,0.4392,0.7118,0.4444,0.1418,0.2475,0.4474,0.6443,3.0764,0.4091,0.6223,0.365,0.6473,0.477,2.1116,0.5933,0.8818,0.0,0.8818,0.5448,6.4328,0.4344,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.33,8.29,0.2,23.55,0.0,0.0,0.0,0.0,0.0,0.0,2.78,34.17,4.08,1.76,21.18,0.0,56.84,19.3,26.9602,15.7,4.4,13.2,19.3681,6.3,20.9,17.7,20.2,14.8,1.2,18.3,0.0,33.2,10.2,7.6,14.3,10.9,0.5771,0.6245,0.7108,0.5229,0.538
10,5,51702,1400000US10005051702,10005051702,517.02,Sussex,DE,Delaware,"Census Tract 517.02, Sussex County, Delaware",5570.0,459.0,3437.0,0.5625,0.1194,0.5625,0.1865,0.325,0.3241,0.1966,0.1809,1.0266,0.1718,0.0,0.2839,0.0,0.0,0.0,0.0,0.2839,0.2179,0.7272,0.1844,0.8663,1.7779,0.6709,0.2684,0.2536,0.0,0.522,0.1755,0.586,0.586,0.586,4.1964,0.1381,0.2434,0.2434,0.2434,0.3854,0.7988,0.1223,0.1659,0.4808,0.4328,0.82,3.206,0.4384,0.6455,0.4497,0.4453,0.4203,1.9608,0.4563,0.9568,0.0,0.9568,0.6203,6.367,0.4244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,8.28,0.2,23.51,0.0,0.05,0.0,0.0,0.0,0.0,15.37,30.62,4.89,1.12,10.04,0.0,62.12,12.1,24.3986,19.5,2.1,14.4,25.6597,6.1,28.3,18.1,21.4,11.8,0.9,31.3,0.0,32.0,10.2,7.4,14.2,10.1,0.5055,0.6245,0.6609,0.4209,0.5265
10,5,51801,1400000US10005051801,10005051801,518.01,Sussex,DE,Delaware,"Census Tract 518.01, Sussex County, Delaware",4971.0,537.0,2471.0,1.9829,0.8153,1.3829,0.7751,0.4572,0.3379,0.2136,0.2106,1.2193,0.2297,0.9477,0.3453,0.0,0.0,0.0,0.0,1.293,0.6846,0.7845,0.2167,0.9239,1.9251,0.7687,0.3956,0.2433,0.9132,1.5521,0.778,0.6069,0.6069,0.6069,6.5964,0.6475,0.4579,0.4579,0.4579,0.7694,0.6835,0.6173,0.4515,0.2819,0.5478,0.8133,4.1647,0.6479,0.5559,0.9197,0.6239,0.399,2.4985,0.8632,0.8234,0.3832,1.2066,0.7348,8.3277,0.7354,0.0,1.0,0.0,1.0,1.0,3.0,0.6,0.67,8.36,0.21,24.35,7.83,1.66,0.0,0.0,0.0,0.0,6.25,34.62,4.17,17.57,8.72,8.82,65.26,26.2,46.027,14.7,5.8,28.6,20.2965,7.8,27.9,16.6,30.6,14.4,0.8,12.6,0.1,33.4,11.4,7.2,16.8,12.5,0.5882,0.848,0.6113,0.6944,0.7826
10,5,51802,1400000US10005051802,10005051802,518.02,Sussex,DE,Delaware,"Census Tract 518.02, Sussex County, Delaware",4399.0,455.0,4554.0,2.0581,0.8388,1.2581,0.7025,0.325,0.3359,0.279,0.2202,1.1601,0.2103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.559,0.272,1.831,0.708,0.7845,0.5791,0.947,2.3106,0.9748,0.4211,0.4211,0.4211,5.7228,0.4516,0.7151,0.7151,0.7151,0.7437,0.7373,0.2138,0.7341,0.7437,0.5295,0.8181,4.5202,0.7177,0.3915,0.983,0.4453,0.7944,2.6142,0.9131,0.4399,0.5527,0.9926,0.662,8.8421,0.8065,1.0,1.0,0.0,1.0,1.0,4.0,0.8,0.33,8.35,0.25,24.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.38,12.92,99.9,69.03,26.75,35.81,54.8,44.0873,16.7,2.8,49.7,35.4012,7.5,28.2,13.9,36.0,11.8,6.0,0.4,0.4,37.6,11.5,7.3,16.3,13.6,0.7886,0.8594,0.6363,0.7812,0.7418
10,5,51900,1400000US10005051900,10005051900,519.0,Sussex,DE,Delaware,"Census Tract 519, Sussex County, Delaware",4248.0,302.0,3972.0,2.0319,0.8311,1.4319,0.801,0.325,0.3338,0.1792,0.2165,1.0545,0.1796,0.9334,0.4584,0.0,0.0,0.0,0.0,1.3918,0.7153,1.0,0.3459,0.7101,2.056,0.8483,0.4479,0.2745,0.881,1.6034,0.8946,0.6234,0.6234,0.6234,6.7291,0.6755,0.3288,0.3288,0.3288,0.5444,0.6804,0.3594,0.493,0.6435,0.4687,0.8133,4.0027,0.6136,0.8344,0.352,0.71,0.5727,2.4691,0.8482,0.8754,0.8001,1.6755,0.9538,8.4761,0.7564,1.0,1.0,1.0,0.0,0.0,3.0,0.6,0.33,8.34,0.19,24.49,2.36,9.24,0.0,0.0,0.0,0.0,0.0,48.13,6.67,25.63,12.84,2.23,68.61,17.1,32.203,14.6,3.8,31.1,31.1187,6.6,27.9,22.2,20.0,15.9,1.9,17.6,2.2,35.7,10.5,7.7,14.6,12.0,0.7094,0.6964,0.7342,0.6463,0.5724
